The number makes it easier for me to trace your order but that's okay.,Im sorry I can give you other information if thats okay
Im sorry I can give you other information if thats okay,Yes that's fine.
Im sorry I can give you other information if thats okay,First what is the full name on your credit card?
First what is the full name on your credit card?,The full name on my credit is John
The full name on my credit is John,Okay so it's John and not John.
The full name on my credit is John,What is your billing address?
What is your billing address?,My billing address is address
My billing address is address,Great this is the same address we have on file here at Amazon.
Great this is the same address we have on file here at Amazon.,Well thats good
Well thats good,Maybe the problem is with your payment.
Well thats good,Did the payment go through yet?
Did the payment go through yet?,I believe the payment went through but I am not sure
I believe the payment went through but I am not sure,I can check if you give me your credit card number.
I can check if you give me your credit card number.,Okay my credit card number is number.
Okay my credit card number is number.,I just need the csv number and expire date.
I just need the csv number and expire date.,The csv number is cvv. and the expiration date is date
The csv number is cvv. and the expiration date is date,Thanks.
The csv number is cvv. and the expiration date is date,That will be all.
The csv number is cvv. and the expiration date is date,I will check your order and get back to you.
I will check your order and get back to you.,Okay thank you 
Okay thank you ,Have a pleasant day!
Okay thank you ,how are you today?
how are you today?,Hello I'm fine.
how are you today?,Who is calling please?
Who is calling please?,My name is John from Amazon Customer Service. 
My name is John from Amazon Customer Service. ,Hi John.
My name is John from Amazon Customer Service. ,What's the purpose of your call?
What's the purpose of your call?,well I'd like to speak to John.
What's the purpose of your call?,is that you?
is that you?,Yes speaking.
can I please get the number to verify it?,Which Amazon Customer Service location are you calling from?
Which Amazon Customer Service location are you calling from?,address
address,Thanks.
address,May I have your number?
address,I'll look up my card number and call back.
I'll look up my card number and call back.,I'm afraid that isn't possible.
I'll look up my card number and call back.,we are just the shipping venue.
we are just the shipping venue.,Oh.
we are just the shipping venue.,Can you hold while I go find my card?
